col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25
_19,Poland,_1433,Left,_3,_2,Medium/ Medium,Lean,6,1,5,6,5,7,7,6,6,3,6,5,6,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_28,Netherlands,_1397,Left,_3,_2,Medium/ Medium,Normal,5,2,5,3,4,4,5,6,3,5,6,2,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Armenia,_1839,Right,_4,_3,Medium/ Medium,Normal,7,6,6,7,7,7,7,7,7,8,5,7,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_23,Poland,_1764,Right,_3,_3,High/ High,Normal,4,6,6,6,7,7,7,7,6,7,6,6,6,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_27,France,_1649,Right,_3,_3,High/ Medium,Lean,6,7,5,7,7,8,9,6,8,6,3,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_26,Brazil,_1796,Right,_4,_3,High/ Low,Normal,5,7,6,7,7,7,7,7,6,7,2,6,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_20,England,_1367,Right,_3,_2,Medium/ Medium,Lean,3,6,4,5,5,7,7,5,8,5,2,5,4,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_23,France,_1519,Right,_2,_2,Medium/ Medium,Lean,3,2,6,4,5,6,6,6,6,5,7,3,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Italy,_1603,Right,_4,_2,Medium/ Medium,Normal,4,2,6,5,7,7,7,8,6,5,8,3,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_19,England,_1358,Left,_3,_3,Medium/ Medium,Lean,6,6,5,6,6,6,6,4,6,5,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_19,Germany,_1453,Right,_2,_2,Medium/ Medium,Lean,5,4,4,5,5,7,7,4,7,5,5,4,4,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_21,China PR,_1442,Right,_3,_2,Medium/ Medium,Normal,4,5,4,5,5,7,7,5,7,5,2,5,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_24,Serbia,_1522,Left,_3,_3,Medium/ Medium,Normal,4,6,4,6,7,7,7,6,5,7,2,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_27,Australia,_1617,Right,_3,_2,Low/ Medium,Normal,5,3,6,6,6,7,7,6,6,4,6,6,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_31,Argentina,_1633,Right,_2,_2,Medium/ Medium,Normal,4,4,6,5,7,4,4,8,3,6,9,5,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_24,Argentina,_1686,Left,_3,_3,High/ Low,Normal,6,7,6,7,7,8,8,6,8,7,3,6,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_38,Paraguay,_1703,Right,_3,_2,Low/ High,Normal,6,3,6,5,6,3,3,7,6,7,7,6,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_34,France,_1831,Right,_2,_3,Medium/ Low,Lean,7,8,7,7,7,5,5,8,6,8,3,7,3,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_21,Republic of Ireland,_1349,Left,_2,_2,Medium/ Medium,Lean,5,2,4,5,5,6,7,5,7,3,5,4,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_23,Japan,_1592,Right,_3,_2,High/ Low,Lean,7,6,6,7,6,8,8,6,9,5,3,6,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_18,France,_1659,Left,_3,_2,Medium/ Medium,Normal,5,4,6,6,6,7,7,7,5,6,7,6,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,Russia,_1960,Right,_3,_3,High/ Medium,Lean,7,5,7,7,7,8,8,7,7,7,7,6,7,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_26,Turkey,_1626,Right,_2,_2,Medium/ High,Lean,5,3,6,4,5,7,7,6,6,6,7,3,6,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_35,Republic of Ireland,_1654,Left,_3,_2,Medium/ High,Normal,6,7,6,6,6,4,4,7,5,8,4,6,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_29,Netherlands,_1897,Left,_3,_3,Medium/ High,Normal,7,3,6,7,7,7,7,7,6,5,8,7,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_21,Japan,_1630,Right,_3,_3,High/ Low,Lean,3,7,5,7,6,8,8,7,6,6,2,5,4,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_19,Finland,_1569,Right,_2,_3,Medium/ Medium,Normal,3,5,7,7,6,6,6,7,6,5,5,7,6,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_27,Korea Republic,_1345,Right,_2,_2,Low/ Medium,Normal,2,2,6,3,4,6,6,5,6,4,6,4,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_35,Portugal,_1736,Right,_3,_3,High/ Medium,Lean,5,8,5,7,7,5,6,7,6,8,4,5,2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_29,Argentina,_1746,Right,_3,_2,Medium/ Medium,Normal,6,5,6,5,6,7,7,6,4,7,7,5,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_22,Peru,_1475,Left,_2,_2,Medium/ Medium,Normal,3,2,5,4,5,7,7,6,5,4,7,3,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_30,Colombia,_1841,Right,_3,_3,High/ Medium,Stocky,6,7,7,6,7,6,7,7,7,7,6,7,6,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_17,England,_1116,Right,_3,_2,Medium/ Medium,Normal,2,2,3,2,3,6,5,4,5,4,5,3,5,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_29,Croatia,_2005,Right,_3,_3,High/ Medium,Normal,6,7,7,7,7,6,5,8,6,8,6,7,7,6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_20,Argentina,_1539,Right,_3,_2,Medium/ Medium,Normal,5,3,5,5,6,7,7,6,7,6,6,5,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_29,Nigeria,_1744,Right,_3,_3,High/ Low,Normal,6,7,6,8,7,8,8,7,6,8,1,6,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_23,Northern Ireland,_1796,Right,_4,_4,Medium/ Medium,Lean,7,7,6,7,7,8,8,6,7,6,5,7,4,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_26,Morocco,_1671,Right,_4,_4,High/ Low,Lean,6,6,6,7,7,8,8,6,7,7,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
_30,DR Congo,_1613,Right,_2,_2,Medium/ High,Lean,5,3,6,5,5,7,7,6,6,6,7,5,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_26,Germany,_1693,Right,_3,_3,Medium/ Low,Lean,6,6,6,8,7,8,7,7,7,7,4,7,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_25,Uruguay,_1739,Right,_3,_3,High/ Medium,Stocky,6,7,5,7,7,8,8,7,8,7,2,6,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_19,Turkey,_1606,Right,_3,_2,Medium/ Medium,Normal,4,4,6,6,6,7,5,5,7,6,5,5,6,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_20,Colombia,_1226,Right,_3,_2,Low/ Medium,Lean,2,2,3,2,4,6,7,6,6,4,5,3,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_20,Faroe Islands,_1407,Right,_3,_2,Medium/ Medium,Normal,5,3,5,5,4,7,6,5,7,5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
_24,Republic of Ireland,_1472,Right,_3,_2,High/ Medium,Lean,4,6,3,6,6,7,7,6,7,6,2,5,4,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_30,Spain,_1668,Right,_3,_2,Medium/ High,Normal,4,2,6,4,6,7,7,7,7,5,7,6,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_20,Ivory Coast,_1540,Right,_3,_3,High/ Medium,Normal,4,7,5,6,6,8,7,6,5,8,3,5,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_23,England,_1612,Left,_3,_2,Medium/ Medium,Normal,7,5,6,6,6,7,8,5,6,7,2,5,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_31,Poland,_1572,Right,_2,_2,High/ Medium,Normal,4,3,6,6,6,5,5,6,3,7,7,5,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_33,Germany,_1757,Right,_2,_2,Medium/ High,Lean,7,4,6,6,7,7,8,7,7,7,6,5,7,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_31,Italy,_2070,Right,_2,_4,Medium/ Medium,Normal,8,6,7,8,8,7,7,7,8,8,7,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
_32,United States,_1675,Right,_4,_2,Medium/ Medium,Normal,6,4,6,6,6,6,6,6,6,6,6,5,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Romania,_1886,Left,_2,_2,Medium/ Medium,Lean,7,5,6,6,7,8,8,7,8,8,7,4,7,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_21,Iran,_1814,Right,_3,_3,High/ Medium,Normal,5,6,7,6,7,7,7,7,6,7,7,7,6,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_30,Korea Republic,_1406,Right,_3,_2,Medium/ Medium,Normal,3,5,4,3,6,4,5,6,5,4,6,3,6,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,United States,_1580,Right,_3,_2,Medium/ Medium,Lean,6,4,5,6,6,8,8,5,7,5,6,4,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_26,Spain,_1899,Right,_3,_4,Medium/ Medium,Normal,7,8,6,8,8,7,8,7,4,6,5,7,6,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_27,Uruguay,_1823,Left,_3,_3,High/ Medium,Stocky,8,6,7,7,7,6,5,6,5,8,6,7,6,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_29,Chile,_1680,Right,_3,_3,High/ Low,Normal,7,7,6,7,7,8,8,6,7,7,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_28,Sweden,_1588,Right,_3,_2,High/ Medium,Lean,5,4,6,6,6,6,5,7,6,4,7,6,6,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_26,Poland,_1751,Right,_4,_3,High/ Medium,Normal,6,6,6,7,7,8,8,6,8,6,4,6,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_30,China PR,_1728,Right,_2,_3,High/ Medium,Lean,5,7,6,7,7,7,7,7,6,8,4,7,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_28,Romania,_1741,Right,_4,_3,Medium/ Low,Normal,6,6,6,7,7,8,8,6,8,6,3,7,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_20,Portugal,_1918,Left,_3,_4,Medium/ Medium,Normal,7,6,7,8,8,8,7,7,7,8,5,7,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_23,Greece,_1594,Right,_3,_2,High/ Medium,Normal,4,7,4,7,6,7,7,7,5,8,2,5,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_31,China PR,_1680,Right,_3,_3,High/ Medium,Normal,6,5,6,6,6,8,7,6,7,6,5,6,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_21,Spain,_1666,Right,_4,_3,High/ Medium,Lean,6,8,5,7,8,7,7,8,7,8,1,6,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_23,Venezuela,_1465,Right,_2,_3,Medium/ Medium,Stocky,4,7,4,7,7,6,6,6,6,7,2,5,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_30,Argentina,_1352,Left,_3,_2,Medium/ Medium,Normal,3,2,5,3,6,6,6,6,6,3,6,3,6,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_29,England,_1736,Left,_3,_2,Medium/ Medium,Normal,7,3,6,6,6,7,7,6,7,6,6,5,6,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_18,Poland,_1549,Left,_3,_2,High/ Medium,Normal,6,3,5,5,6,7,7,6,7,4,6,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_21,Spain,_1348,Right,_3,_2,Medium/ Medium,Lean,3,2,4,2,6,7,5,6,7,4,7,3,6,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_23,Belgium,_1458,Right,_2,_3,Medium/ Medium,Lean,3,7,4,6,6,8,8,6,6,6,1,5,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_31,Chile,_1957,Right,_3,_3,High/ High,Normal,7,5,7,7,7,7,7,7,8,8,7,6,7,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_19,Republic of Ireland,_1425,Right,_3,_2,Medium/ High,Lean,5,4,5,4,5,4,4,6,3,5,6,4,4,5,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_24,United States,_1977,Right,_3,_3,High/ Medium,Normal,7,4,6,8,7,9,9,8,8,7,7,7,7,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_21,Guinea,_1865,Right,_2,_3,High/ High,Normal,6,5,7,7,7,7,7,7,6,8,7,6,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_25,Chile,_1583,Right,_4,_3,High/ Medium,Stocky,7,7,6,7,7,8,9,5,8,7,1,6,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_33,Spain,_2025,Right,_5,_5,High/ Low,Stocky,9,7,8,8,9,6,5,8,8,8,6,9,6,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_30,Colombia,_1643,Left,_4,_2,Medium/ High,Normal,6,4,6,5,6,7,7,7,4,4,8,4,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Finland,_1551,Left,_3,_2,Medium/ Medium,Normal,4,6,5,6,6,6,7,6,3,7,3,5,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_26,Netherlands,_2046,Right,_3,_2,Medium/ Medium,Normal,5,5,8,7,7,7,8,9,5,8,9,6,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_32,Korea Republic,_1872,Right,_3,_3,Medium/ Medium,Normal,7,6,7,7,7,5,6,7,7,7,7,7,7,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_32,Italy,_1427,Right,_3,_2,Low/ Medium,Normal,5,2,6,4,5,3,4,6,6,7,7,3,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_23,Spain,_1385,Right,_3,_2,Medium/ Medium,Lean,3,7,4,6,6,6,6,6,5,6,2,5,4,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_24,Republic of Ireland,_1338,Right,_3,_2,Medium/ Medium,Stocky,4,5,4,5,5,5,5,5,6,6,2,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_31,Switzerland,_1833,Right,_4,_3,Medium/ Low,Normal,7,6,7,7,7,6,5,7,7,7,5,7,5,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_25,Spain,_1692,Right,_3,_3,Medium/ Medium,Normal,7,4,5,7,7,7,7,6,8,5,6,3,6,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_22,Saudi Arabia,_1501,Right,_3,_2,Medium/ Medium,Normal,5,4,6,5,5,7,7,5,7,5,5,5,5,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
_25,Slovenia,_1665,Right,_2,_2,Medium/ Medium,Normal,7,3,6,6,6,7,7,6,7,5,7,6,5,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_29,Croatia,_2017,Right,_4,_3,Medium/ Medium,Lean,7,5,8,7,8,6,6,8,6,7,8,8,8,8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_31,Italy,_1938,Right,_3,_3,Medium/ High,Normal,7,6,7,7,7,7,6,7,7,7,7,7,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_21,Spain,_1531,Right,_4,_2,Medium/ Medium,Lean,5,6,5,6,7,6,7,6,5,7,2,7,4,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_19,Netherlands,_1486,Right,_3,_2,Medium/ Medium,Normal,5,4,3,6,5,7,6,5,6,3,6,5,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
_24,Panama,_1404,Right,_3,_2,High/ Low,Normal,3,6,3,5,6,6,8,6,5,7,2,4,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_31,Italy,_1957,Right,_4,_4,High/ Medium,Normal,7,8,8,9,9,9,8,8,9,8,3,8,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_24,Chile,_1694,Right,_4,_3,Medium/ Medium,Lean,5,6,6,7,7,7,7,6,7,7,4,6,4,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_27,DR Congo,_1876,Left,_2,_3,High/ Medium,Normal,7,4,7,7,7,8,9,6,8,5,7,7,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
_20,Morocco,_1601,Right,_3,_3,High/ Low,Lean,7,6,5,8,7,8,8,6,7,6,3,6,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_33,Germany,_1770,Right,_3,_2,Medium/ Medium,Normal,6,6,6,5,6,5,6,6,7,7,6,5,6,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_22,France,_1501,Right,_2,_2,Medium/ Medium,Normal,6,3,4,6,6,7,7,5,7,3,6,4,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
_19,Poland,_1444,Right,_3,_2,Medium/ Medium,Lean,5,4,6,6,6,6,6,5,7,5,2,5,4,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_35,Germany,_1503,Left,_4,_2,Medium/ Medium,Stocky,5,7,4,4,6,3,3,7,4,7,4,6,4,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_20,England,_1468,Right,_3,_2,Medium/ Medium,Normal,4,6,3,6,5,8,9,5,7,6,3,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_31,England,_1721,Right,_3,_2,Medium/ Low,Normal,5,6,6,6,6,6,7,6,6,6,5,6,6,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
_21,China PR,_1459,Right,_2,_2,Medium/ Medium,Normal,4,3,6,5,5,7,8,6,6,6,4,5,5,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
_31,England,_1586,Right,_3,_2,Medium/ Medium,Normal,6,2,5,5,5,6,7,6,7,6,6,6,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_29,Serbia,_1694,Left,_3,_2,Medium/ Medium,Lean,6,5,6,6,7,6,6,6,6,6,7,4,7,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_26,Brazil,_1921,Right,_3,_4,High/ Low,Normal,6,9,6,8,7,8,8,8,6,9,3,6,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_34,Republic of Ireland,_1691,Right,_3,_2,Medium/ High,Normal,5,3,7,5,6,5,3,6,7,7,6,6,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_30,Italy,_1817,Right,_4,_3,Medium/ Medium,Lean,7,6,6,7,7,8,8,7,7,7,4,6,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_26,Spain,_1779,Right,_4,_3,Medium/ Medium,Lean,6,5,8,7,7,7,6,5,7,5,5,7,6,5,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_22,Georgia,_1721,Right,_4,_3,Medium/ Medium,Normal,6,7,7,7,7,8,7,7,8,7,3,7,4,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_20,England,_1490,Left,_3,_2,Medium/ High,Lean,4,3,6,3,5,6,7,6,5,4,7,4,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,Argentina,_1887,Left,_4,_3,High/ Medium,Normal,7,7,6,8,8,8,8,6,9,7,4,7,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_24,Iraq,_1911,Left,_3,_3,Medium/ Medium,Lean,7,6,7,7,7,8,8,7,7,7,7,6,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
_28,Argentina,_1639,Right,_3,_2,Medium/ Medium,Stocky,7,3,5,5,6,7,7,7,7,6,7,5,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_22,United States,_1618,Right,_3,_3,Medium/ Medium,Normal,7,5,6,6,6,6,6,6,8,7,4,6,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_23,England,_1616,Right,_2,_3,Medium/ Medium,Normal,6,5,5,6,6,9,9,5,9,6,3,5,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_23,Korea Republic,_1719,Right,_3,_3,High/ Medium,Normal,6,7,6,7,7,7,7,7,8,6,5,7,3,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_31,France,_1927,Right,_3,_2,High/ Medium,Normal,7,6,7,6,7,7,7,7,8,6,6,8,6,7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
_23,Poland,_1697,Right,_3,_3,Medium/ Medium,Lean,5,6,7,7,7,7,7,6,8,7,4,7,3,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
