col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25
_25,England,_1904,Right,_4,_3,Medium/ Low,Normal,7,7,8,8,8,8,8,6,8,7,4,7,6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_31,France,_1657,Left,_4,_2,Medium/ Medium,Normal,6,4,6,5,6,5,6,6,5,7,7,5,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_18,England,_1652,Right,_3,_3,High/ High,Normal,6,5,5,6,6,8,8,5,7,6,6,6,6,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_18,Sweden,_1348,Right,_3,_2,Medium/ Medium,Lean,3,6,5,5,5,7,6,6,7,5,2,4,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_33,Ghana,_1587,Left,_2,_2,Medium/ Low,Normal,6,5,6,6,6,8,8,5,7,4,6,4,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_28,United States,_1856,Left,_1,_3,High/ Medium,Lean,7,5,7,6,7,8,8,7,7,7,7,6,6,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_24,Luxembourg,_1736,Right,_3,_2,Medium/ Medium,Normal,6,2,7,7,7,6,6,6,7,5,7,5,5,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_30,Sweden,_1936,Right,_4,_3,Medium/ Medium,Lean,8,6,8,7,7,5,5,8,7,8,8,8,6,6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_23,Republic of Ireland,_1738,Right,_3,_3,High/ Medium,Lean,7,7,5,7,7,9,8,7,7,7,3,7,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_22,Spain,_1493,Right,_3,_3,Medium/ Medium,Normal,4,7,4,7,7,7,7,6,7,6,2,4,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_24,Portugal,_2039,Right,_3,_4,Medium/ High,Lean,7,5,7,8,8,9,9,8,8,7,8,6,8,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_18,United States,_1515,Right,_3,_2,High/ Medium,Normal,5,6,4,6,6,9,9,5,7,5,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_30,Argentina,_1781,Right,_4,_4,High/ Low,Lean,7,7,7,8,8,7,7,8,7,7,2,8,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_30,Netherlands,_1776,Right,_4,_2,High/ Medium,Lean,6,4,6,6,6,7,7,7,7,6,7,6,7,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
_30,Spain,_1552,Right,_3,_2,Medium/ Medium,Normal,3,2,6,3,5,5,6,6,5,9,7,6,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_21,Poland,_1387,Right,_3,_2,Medium/ Medium,Normal,3,6,4,6,6,7,7,6,7,6,1,5,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_21,Republic of Ireland,_1527,Right,_3,_2,Medium/ Medium,Normal,6,5,5,5,5,7,7,5,6,6,4,5,4,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
_26,Colombia,_1847,Right,_2,_2,Medium/ High,Normal,6,4,6,6,6,8,8,7,7,7,8,5,8,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_31,Saudi Arabia,_1632,Right,_3,_2,Medium/ Low,Lean,6,7,5,6,7,7,6,7,6,7,3,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_31,Germany,_1471,Right,_4,_2,Medium/ Medium,Normal,4,3,5,3,5,7,7,6,6,5,7,5,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_31,Spain,_1842,Right,_3,_3,High/ Medium,Normal,7,7,7,7,7,8,8,6,7,8,3,7,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_19,Australia,_1274,Right,_3,_2,Medium/ Low,Lean,3,6,3,5,5,6,6,5,6,5,2,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_20,Paraguay,_1531,Right,_3,_3,Medium/ Medium,Normal,4,6,5,7,7,5,5,6,5,7,3,6,2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_32,England,_1658,Left,_3,_3,Medium/ Medium,Normal,6,6,6,6,6,6,6,6,7,6,4,6,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
_19,DR Congo,_1350,Right,_3,_2,Medium/ Medium,Normal,2,5,3,6,5,8,8,4,6,7,2,3,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_23,France,_1641,Right,_3,_2,Medium/ Medium,Lean,5,4,6,6,6,7,7,5,8,5,6,6,6,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_27,China PR,_1503,Right,_3,_2,Medium/ Medium,Normal,6,6,5,6,6,8,7,6,6,7,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_19,Argentina,_1483,Left,_2,_2,Medium/ Medium,Normal,5,3,4,6,6,7,7,6,6,3,6,4,5,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_25,Brazil,_1716,Right,_3,_2,High/ Medium,Lean,6,4,6,6,6,8,10,6,7,7,6,5,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_26,Austria,_1738,Right,_3,_2,Medium/ High,Lean,5,5,6,6,6,6,7,6,6,5,7,6,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_30,Spain,_1827,Right,_3,_3,Medium/ Medium,Normal,6,8,6,8,8,7,6,8,7,8,3,7,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
_27,Germany,_1702,Right,_4,_3,Medium/ Medium,Lean,7,5,6,7,6,7,7,6,8,6,3,6,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_27,Serbia,_1855,Left,_4,_3,High/ Medium,Normal,7,7,7,7,7,7,8,6,6,7,3,7,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_22,Russia,_2107,Right,_4,_4,High/ High,Lean,7,7,7,9,8,8,8,8,8,8,7,8,7,7,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
_24,England,_1466,Right,_3,_2,Medium/ Medium,Lean,4,6,4,6,6,7,7,6,7,6,2,5,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_23,Denmark,_1787,Right,_3,_3,High/ High,Lean,6,7,7,7,7,8,7,7,7,6,6,7,6,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_28,Korea Republic,_1437,Right,_3,_2,Medium/ High,Normal,2,4,3,3,3,6,6,6,4,6,6,5,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_25,Ivory Coast,_1930,Right,_3,_5,High/ Low,Lean,8,8,7,9,9,9,9,8,8,8,2,8,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_23,Belgium,_1829,Right,_3,_4,High/ Medium,Normal,7,8,6,8,7,8,8,8,6,8,3,7,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_27,China PR,_1287,Left,_3,_2,Medium/ High,Normal,5,2,4,2,3,6,6,4,7,4,5,3,5,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_23,Brazil,_1716,Right,_3,_2,Medium/ High,Lean,4,4,6,5,6,6,6,8,6,6,8,4,8,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_25,Saudi Arabia,_1594,Right,_3,_2,Medium/ Medium,Stocky,4,6,6,6,6,7,7,6,6,6,4,4,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_29,Norway,_1892,Right,_4,_2,Medium/ Medium,Normal,7,6,6,6,6,7,8,6,7,7,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_28,Mexico,_1637,Right,_2,_2,Low/ Medium,Normal,4,4,6,5,6,6,6,7,6,6,7,5,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_27,Spain,_1559,Right,_3,_2,High/ Medium,Normal,5,3,5,4,7,4,5,6,4,6,7,4,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_24,Sweden,_1679,Right,_3,_2,Medium/ Medium,Normal,4,4,6,6,6,8,8,6,7,6,7,5,6,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_27,Bulgaria,_1485,Right,_3,_2,Medium/ High,Normal,5,3,6,4,5,6,6,6,6,5,6,4,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_34,Brazil,_1664,Left,_5,_3,Medium/ Medium,Lean,6,7,5,8,7,8,8,6,8,7,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_23,England,_1587,Right,_3,_3,Medium/ Medium,Normal,5,6,5,6,7,8,8,7,6,6,2,6,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_21,Paraguay,_1865,Left,_3,_2,Medium/ High,Normal,6,6,7,6,6,7,7,7,6,6,7,5,7,7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
_22,France,_1645,Right,_3,_3,High/ Medium,Lean,6,6,6,7,7,7,7,5,7,6,4,6,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_21,England,_1529,Right,_2,_2,Medium/ Medium,Lean,4,6,5,6,6,6,5,6,6,7,2,5,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_25,Denmark,_1740,Right,_3,_3,High/ High,Normal,7,6,7,7,7,7,7,6,7,7,5,7,6,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_26,Belgium,_1702,Right,_3,_2,Medium/ Low,Lean,5,8,4,6,7,6,7,7,6,7,4,6,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_19,France,_1649,Right,_3,_2,Medium/ Medium,Normal,5,5,5,5,7,6,7,6,8,5,6,5,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_28,Czech Republic,_1752,Right,_3,_3,Medium/ Low,Lean,5,7,5,6,7,7,7,7,5,8,3,7,3,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_25,Scotland,_1769,Right,_3,_2,Medium/ Medium,Normal,6,6,6,6,6,7,7,6,8,7,5,6,5,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_22,Spain,_1708,Right,_3,_3,High/ Medium,Lean,8,3,6,7,8,7,7,7,7,4,7,5,7,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_33,Germany,_1701,Right,_3,_2,Low/ Low,Normal,7,6,6,6,7,7,7,6,7,7,2,6,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
_32,Brazil,_1687,Right,_2,_2,Medium/ High,Normal,5,4,6,5,6,5,6,8,3,6,8,5,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Austria,_1351,Right,_2,_2,Low/ Medium,Normal,4,3,4,3,4,5,6,6,5,5,5,3,5,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_23,England,_1647,Left,_3,_2,High/ High,Normal,6,4,5,5,6,7,7,6,7,5,6,5,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_28,Argentina,_1652,Left,_2,_3,Medium/ Low,Normal,6,5,6,7,7,8,8,6,7,7,3,7,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_23,Spain,_1693,Right,_3,_3,Medium/ Medium,Normal,7,2,6,6,7,7,7,6,6,4,7,5,6,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_31,Mexico,_1854,Left,_3,_3,Medium/ Medium,Normal,7,5,6,7,6,7,7,7,8,8,6,6,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
_22,Republic of Ireland,_1498,Right,_4,_2,High/ High,Normal,5,3,4,5,5,7,7,5,6,5,5,4,5,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_29,Spain,_1429,Right,_3,_2,Medium/ High,Normal,5,2,6,3,5,4,4,6,6,4,7,3,7,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_25,France,_1534,Right,_3,_2,Medium/ Medium,Normal,5,4,5,4,6,6,7,6,5,4,6,3,7,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_23,Italy,_1346,Right,_2,_2,Low/ High,Stocky,3,4,4,3,3,6,6,5,6,5,6,3,5,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_23,Sweden,_1943,Right,_3,_3,Medium/ Medium,Lean,6,4,7,7,8,7,8,8,6,7,8,7,8,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_26,Spain,_1494,Right,_3,_2,Medium/ Medium,Lean,4,3,6,3,6,4,5,7,5,5,7,3,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_24,Korea Republic,_1516,Right,_3,_3,High/ Medium,Normal,5,4,6,6,6,7,8,6,8,5,4,6,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_26,Turkey,_1656,Right,_3,_2,Low/ Medium,Normal,5,4,6,6,7,5,5,6,6,7,6,5,6,6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_30,China PR,_1659,Right,_4,_2,High/ High,Normal,7,3,6,5,5,8,7,7,7,4,6,5,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_19,Germany,_1465,Right,_5,_2,High/ High,Normal,3,3,6,4,4,7,7,5,7,5,4,5,4,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_18,Germany,_1632,Left,_3,_3,High/ Medium,Normal,6,7,6,7,6,8,8,6,7,6,1,5,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_28,Italy,_2040,Right,_3,_4,Medium/ Medium,Lean,7,5,7,8,8,7,8,8,8,7,7,8,8,7,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_34,Colombia,_1896,Right,_3,_3,High/ Medium,Normal,7,5,6,6,7,8,8,6,7,7,7,7,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
_32,Argentina,_1917,Right,_3,_3,High/ Medium,Lean,7,6,6,7,7,8,8,7,7,7,6,5,7,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_17,France,_1397,Right,_3,_2,High/ Medium,Lean,3,2,4,5,4,6,6,5,6,4,7,3,6,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_18,Poland,_1469,Right,_3,_2,Medium/ Medium,Lean,6,5,5,6,6,9,9,4,6,6,2,5,5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_22,Netherlands,_1798,Right,_2,_3,Medium/ Medium,Stocky,6,7,6,7,7,9,9,7,8,7,3,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
_32,Brazil,_1887,Right,_3,_3,Medium/ Medium,Normal,6,6,7,7,7,6,6,7,6,7,7,7,6,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_31,Scotland,_1687,Left,_2,_2,Medium/ Medium,Lean,6,7,6,6,7,5,6,7,7,8,4,7,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_28,China PR,_1602,Right,_3,_2,Medium/ Medium,Normal,4,4,6,6,6,5,7,6,8,5,5,7,5,5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_27,Peru,_1928,Right,_4,_4,High/ Medium,Normal,8,7,6,9,8,9,9,7,8,8,3,7,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_21,Germany,_1597,Right,_3,_2,Low/ Medium,Normal,5,2,6,5,6,7,7,7,6,5,7,5,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_19,Republic of Ireland,_1356,Right,_3,_2,Medium/ Medium,Normal,5,5,4,5,6,7,7,5,7,5,2,5,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_23,England,_1847,Right,_3,_2,Medium/ Medium,Lean,6,7,7,6,7,6,7,7,6,7,7,6,6,6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
_35,United States,_1820,Right,_3,_2,Medium/ High,Lean,5,6,6,6,7,6,7,6,7,8,6,6,6,6,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
_22,Belgium,_1817,Right,_3,_3,Medium/ Medium,Normal,7,7,7,7,7,9,9,6,6,8,2,6,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
_22,Burkina Faso,_1601,Right,_3,_3,High/ Medium,Lean,6,6,5,7,6,8,8,6,6,7,3,6,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_31,Finland,_1830,Right,_3,_3,Medium/ Medium,Lean,6,7,6,7,7,7,8,7,6,7,5,8,4,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_24,Mexico,_1772,Right,_3,_3,Medium/ Medium,Lean,7,4,6,7,7,8,7,6,7,6,6,4,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_23,England,_1557,Right,_3,_3,High/ Medium,Lean,4,7,5,7,7,8,8,7,8,7,2,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_25,Wales,_1586,Right,_3,_2,High/ Medium,Normal,3,6,5,6,6,7,7,5,5,6,5,5,3,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_20,Spain,_1430,Left,_3,_2,Medium/ Medium,Normal,6,3,4,5,6,7,6,6,6,3,6,4,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_21,Chile,_1870,Right,_4,_3,High/ Medium,Normal,6,6,7,7,7,8,7,6,8,6,8,7,7,6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
_28,Sweden,_1750,Right,_3,_3,Medium/ Low,Lean,6,7,6,7,7,8,8,6,8,6,3,6,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_22,Republic of Ireland,_1781,Right,_4,_4,High/ High,Lean,6,7,5,7,7,8,9,6,6,6,4,6,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
_24,Denmark,_1777,Right,_3,_2,Medium/ Medium,Normal,7,4,6,6,7,7,7,6,6,7,6,6,6,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_26,Belgium,_1672,Left,_3,_3,Medium/ Medium,Normal,7,6,6,7,7,6,7,5,6,6,6,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
_24,Greece,_1835,Right,_3,_3,High/ High,Normal,6,5,7,6,7,7,8,6,7,7,8,5,7,7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_28,China PR,_1646,Right,_3,_2,Medium/ Medium,Lean,5,3,6,5,6,7,7,6,7,7,6,4,6,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_20,Scotland,_1559,Left,_3,_2,High/ Medium,Normal,5,3,6,6,6,8,8,5,7,6,6,5,5,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
_24,Egypt,_1848,Right,_4,_3,High/ Medium,Normal,7,7,6,8,8,8,8,7,7,7,3,7,7,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_20,Norway,_1773,Right,_4,_3,High/ Medium,Normal,6,7,6,7,7,8,8,6,9,7,3,6,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_24,Argentina,_1563,Right,_2,_2,Medium/ Medium,Normal,7,3,6,5,6,6,7,6,5,4,6,3,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_27,Montenegro,_1696,Right,_3,_2,Medium/ High,Lean,4,3,7,5,7,6,6,8,5,4,8,4,9,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_27,Korea Republic,_1640,Right,_3,_2,High/ Medium,Lean,3,7,5,6,6,6,6,7,7,7,4,6,2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
_32,Italy,_1651,Left,_3,_2,Medium/ Medium,Lean,5,3,5,6,6,7,7,7,6,6,7,3,7,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_28,Netherlands,_1623,Left,_3,_2,Medium/ High,Normal,7,4,6,6,6,6,5,6,7,6,7,4,6,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
_26,Sweden,_1868,Right,_3,_3,High/ High,Normal,7,7,7,7,7,7,7,8,6,8,4,8,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_22,Spain,_1643,Right,_3,_3,Medium/ Medium,Normal,7,6,7,7,7,7,7,6,7,4,3,7,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
_27,Switzerland,_1750,Right,_3,_3,High/ Medium,Normal,6,6,7,7,7,7,7,6,9,7,4,6,5,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
_18,Mexico,_1468,Right,_3,_2,Medium/ Low,Lean,6,6,4,6,6,7,7,4,9,7,2,5,4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
_29,Spain,_1968,Right,_3,_3,High/ High,Stocky,7,7,8,7,8,7,8,8,9,6,8,7,8,8,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_26,Syria,_1705,Left,_2,_2,High/ High,Normal,6,5,6,6,6,8,9,6,7,6,6,6,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
_21,Colombia,_1757,Right,_4,_3,Medium/ Medium,Normal,5,6,7,6,7,7,6,7,8,6,6,6,6,6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_28,Republic of Ireland,_1991,Left,_5,_3,High/ High,Normal,6,7,8,7,8,7,6,7,8,8,7,7,6,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_29,Germany,_1868,Right,_4,_2,Medium/ High,Lean,4,4,7,6,6,7,7,8,6,7,8,7,8,9,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_18,Wales,_1279,Right,_3,_2,Medium/ Medium,Normal,3,5,3,5,4,7,7,5,6,4,2,5,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
